testament,book,chapter,matched_reading_ref,identity_key,occasion_id,occasion_short_label,season,service,hour,slot,status,attesting_edition
New Testament,Matthew,21,Matt 21:33-46,rid_f80ce34ef4f5435430fe,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,21,Matt 21:33-46,rid_f80ce34ef4f5435430fe,sunday-of-the-fifth-week-of-great-lent,Sunday of the fifth week of Great Lent,Great Lent,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,22,Matt 22:1-14,rid_067caec0901dc9284fdd,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,22,Matt 22:1-14,rid_067caec0901dc9284fdd,sunday-of-the-fourth-week-of-great-lent,Sunday of the fourth week of Great Lent,Great Lent,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,22,Matt 22:1-14,rid_067caec0901dc9284fdd,wednesday-eve,Wednesday Eve,Pascha / Holy Week,First Hour,First Hour,Gospel,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text"
New Testament,Matthew,22,Matt 22:34-40,rid_22a444a6ccc923e74f8e,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,22,Matt 22:34-40,rid_22a444a6ccc923e74f8e,thursday-of-the-third-week-of-the-holy-fifty-days,Thursday of the third week of the holy fifty days,Holy Fifty Days,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,22,Matt 22:34-40,rid_22a444a6ccc923e74f8e,bashans-03-01,"The Departure of St. Jason, one of the Seventy disciples",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,22,Matt 22:35-46,rid_f3f2e73ec6afa8fb73e0,kiyahk-23-01,"The Departure of David, the Prophet and King",Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,22,Matt 22:41-46,rid_c19f6ca95883077ff177,friday-of-the-third-week-of-the-holy-fifty-days,Friday of the third week of the holy fifty days,Holy Fifty Days,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,22,Matt 22:41-46,rid_c19f6ca95883077ff177,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,22,Matt 22:41-46,rid_c19f6ca95883077ff177,kiak-30,Kiak 30,Annual / fixed or ordinary cycle,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,22,Matt 22:41-46,rid_c19f6ca95883077ff177,kiyahk-30-01,"The Departure of St. John, Archpriest of Scetis",Annual / fixed or ordinary cycle,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,22,Matt 22:41-46,rid_c19f6ca95883077ff177,the-fourth-sunday-of-bashons,The fourth Sunday of Bashons,Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,22,Matt 22:41-46,rid_c19f6ca95883077ff177,bashans-04-01,"The Departure of Pope John (Youhanna) the First, the Twenty Ninth Patriarch of the See of St. Mark",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:1-39,rid_9c0b4293b80baf411424,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:1-39,rid_9c0b4293b80baf411424,sunday-of-the-sixth-week-of-great-lent,Sunday of the sixth week of Great Lent,Great Lent,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-26,rid_84ed6fb31aac63feec5f,abib-26,Abib 26,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-26,rid_84ed6fb31aac63feec5f,mesra-22,Mesra 22,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-26,rid_84ed6fb31aac63feec5f,mesra-4,Mesra 4,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-26,rid_84ed6fb31aac63feec5f,paona-20,Paona 20,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-26,rid_84ed6fb31aac63feec5f,tout-4,Tout 4,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-26,rid_84ed6fb31aac63feec5f,tout-6,Tout 6,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-26,rid_84ed6fb31aac63feec5f,tout-8,Tout 8,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,amshir-26-01,"The Departure of St. Hosea, the Prophet",Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,amshir-26-01,"The Departure of St. Hosea, the Prophet",Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,babah-21-01,The Commemoration of the Theotokos,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,babah-21-01,The Commemoration of the Theotokos,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,baramhat-23-01,The Departure of the Great Prophet Daniel,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,barmuda-5,Barmuda 5,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,barmuda-7,Barmuda 7,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,bashans-05-01,The Martyrdom of St. Jeremiah the Prophet,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,baunah-20-01,"The Departure of Elisha, the Prophet",Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,baunah-26-01,The Departure of the Great Prophet Joshua Son of Nun,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,baunah-09-01,The Departure of Samuel the Prophet,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,great-lent,Great Lent,Great Lent,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,kiak-20,Kiak 20,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,kiak-23,Kiak 23,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,kiak-5,Kiak 5,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,kiyahk-20-01,The Departure of the Upright Haggai the Prophet,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,kiyahk-05-01,"The Departure of Nahum, the Prophet",Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,mesra-22-01,"The Departure of Micah, the Prophet",Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,mesra-04-01,The Departure of Hezekiah the King,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:13-36,rid_7c71f36964601d23c46a,baunah-26-01,The Departure of the Great Prophet Joshua Son of Nun,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:13-39,rid_3c38471e9828c00a8af8,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,23,Matt 23:14-39,rid_bc77b80fde4a799cf0f9,saturday-of-the-fifth-week-of-great-lent,Saturday of the fifth week of Great Lent,Great Lent,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,23,Matt 23:29-36,rid_d65723c38c9c1d636c4e,wednesday-eve,Wednesday Eve,Pascha / Holy Week,Ninth Hour,Ninth Hour,Gospel,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text"
New Testament,Matthew,23,Matt 23:37-24:2,rid_9b1dabfd305d19da4f68,tuesday,Tuesday,Pascha / Holy Week,Third Hour,Third Hour,Gospel,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text"
New Testament,Matthew,24,Matt 24:3-35,rid_0235a0e85b16bc465a27,the-first-sunday-of-nasie,The first Sunday of Nasie,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,24,Matt 24:3-35,rid_0235a0e85b16bc465a27,tuesday,Tuesday,Pascha / Holy Week,Ninth Hour,Ninth Hour,Gospel,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text"
New Testament,Matthew,24,Matt 24:3-35,rid_0235a0e85b16bc465a27,al-nasi-01-01,The Departure of St. Eutychus,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:36-51,rid_bfedafb928b1c2a873a2,wednesday-eve,Wednesday Eve,Pascha / Holy Week,Third Hour,Third Hour,Gospel,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text"
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,al-nasi-04-01,"The Departure of St. Leparius, Bishop of Rome",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,amshir-12-01,The Commemoration of the Archangel Michael,Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,amshir-12-01,The Commemoration of the Archangel Michael,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,amshir-15-01,"The Departure of St. Zechariah, the Prophet",Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,amshir-15-01,"The Departure of St. Zechariah, the Prophet",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,amshir-19-01,"The Commemoration of the Relocation of the Relics of St. Martianus, the Monk",Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,amshir-19-01,"The Commemoration of the Relocation of the Relics of St. Martianus, the Monk",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,amshir-03-01,"The Departure of St. James, the Ascetic",Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,amshir-03-01,"The Departure of St. James, the Ascetic",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,babah-13-01,"The Departure of Saint Zacharias, the Monk",Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,babah-25-01,The Departure of the Saints Apollo and Abib,Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,babah-07-01,The Departure of St. Paul of Tamouh,Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,babah-13-01,"The Departure of Saint Zacharias, the Monk",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,babah-25-01,The Departure of the Saints Apollo and Abib,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,babah-07-01,The Departure of St. Paul of Tamouh,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,baramhat-09-01,The Departure of St. Konan,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,barmuda-1,Barmuda 1,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,barmuda-10,Barmuda 10,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,bashans-20-01,The Departure Of St. Ammonius The Hermit,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,24,Matt 24:42-47,rid_7f57959f19458a944d69,bashons-20,Bashons 20,Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,abib-01-01,The Martyrdom of Saint Febronia the Ascetic,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,abib-01-01,The Martyrdom of Saint Febronia the Ascetic,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,abib-17-01,The Martyrdom of St. Euphemia,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,abib-17-01,The Martyrdom of St. Euphemia,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,abib-28-01,The Departure of St. Mary Magdalene,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,abib-28-01,The Departure of St. Mary Magdalene,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,babah-01-01,The Martyrdom of Saint Anastasia,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,babah-01-01,The Martyrdom of Saint Anastasia,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,babah-06-01,"The Departure of the Righteous Hannah, the Prophetess Mother of Samuel, the Prophet",Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,baramhat-15-01,The Departure of St. Sarah the nun,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,baramhat-26-01,"The Departure of St. Euphrasia (Eupraxia), the virgin",Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,barmuda-11,Barmuda 11,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,barmuda-25,Barmuda 25,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,barmuda-6,Barmuda 6,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,barmuda-8,Barmuda 8,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,fast-of-nineveh,Fast of Nineveh,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,hatoor-10,Hatoor 10,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,hator-10,Hator 10,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,kiak-26,Kiak 26,Annual / fixed or ordinary cycle,Liturgy,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:1-13,rid_32c43e508ddf3a451683,kiyahk-26-01,The Martyrdom of St. Anastasia,Annual / fixed or ordinary cycle,liturgy_gospel,,liturgy_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,abib-14-01,The Martyrdom of St. Procopius (Proconius) of Jerusalem,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,abib-07-01,"The Departure of St. Shenouda (Shenoute), the Archimandrite",Annual / fixed or ordinary cycle,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,abib-07-01,"The Departure of St. Shenouda (Shenoute), the Archimandrite",Annual / fixed or ordinary cycle,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,abib-08-01,The Departure of St. Anba Bishoy,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,amshir-01-01,"On this day of the year 381 A.D., one hundred and fifty fathers assembled upon the order of Emperor Theodosius the Great, in the city of Constantinople",Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,amshir-01-01,"On this day of the year 381 A.D., one hundred and fifty fathers assembled upon the order of Emperor Theodosius the Great, in the city of Constantinople",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,amshir-02-01,"The Departure of the Great Saint Anba Paul, the First Hermit",Annual / fixed or ordinary cycle,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,amshir-02-01,"The Departure of the Great Saint Anba Paul, the First Hermit",Annual / fixed or ordinary cycle,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,amshir-05-01,"The Departure of St. Agrippinus, 10th Pope of Alexandria",Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,amshir-05-01,"The Departure of St. Agrippinus, 10th Pope of Alexandria",Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,babah-20-01,The Departure of the Great St. John Colobos (the Short),Annual / fixed or ordinary cycle,Matins,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,babah-24-01,The Departure of the Righteous Father Abba Hilarion,Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,babah-27-01,The Martyrdom of the Righteous Father Saint Macarius Bishop of Edkow (Tkoou),Annual / fixed or ordinary cycle,Vespers,,Gospel,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,babah-20-01,The Departure of the Great St. John Colobos (the Short),Annual / fixed or ordinary cycle,matins_gospel,,matins_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,babah-24-01,The Departure of the Righteous Father Abba Hilarion,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,babah-27-01,The Martyrdom of the Righteous Father Saint Macarius Bishop of Edkow (Tkoou),Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,baramhat-27-01,The Commemoration of the Crucifixion of Our Lord Jesus Christ,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,Matthew,25,Matt 25:14-23,rid_e7e17e68ca54c1f75f65,baramhat-04-01,Assembly of the Holy Council on the island of Bani-Omar,Annual / fixed or ordinary cycle,vespers_gospel,,vespers_gospel,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
