reason,study_slug,identity_key,matched_reading_ref,occasion_id,occasion_short_label,bridge_basis,confidence,season,service,hour,slot,source_locator
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),kiak-12,Kiak 12,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15364; source_ref=Ps 37:29
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),kiyahk-12-01,"The Commemoration of the Honorable Michael, the Archangel",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15364; source_ref=Ps 37:29
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),toba-14,Toba 14,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15364; source_ref=Ps 37:29
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),toba-14,Toba 14,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15364; source_ref=Ps 37:29
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),toba-25,Toba 25,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15364; source_ref=Ps 37:29
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),toba-25,Toba 25,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15364; source_ref=Ps 37:29
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),tubah-14-01,The Departure of St. Archiledis,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15364; source_ref=Ps 37:29
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),tubah-25-01,"The Departure of St. Peter, the Worshipper",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15364; source_ref=Ps 37:29
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),amshir-03-01,"The Departure of St. James, the Ascetic",collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),amshir-03-01,"The Departure of St. James, the Ascetic",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),amshir-12-01,The Commemoration of the Archangel Michael,collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),amshir-12-01,The Commemoration of the Archangel Michael,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),amshir-19-01,"The Commemoration of the Relocation of the Relics of St. Martianus, the Monk",collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),amshir-19-01,"The Commemoration of the Relocation of the Relics of St. Martianus, the Monk",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),babah-07-01,The Departure of St. Paul of Tamouh,collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),babah-07-01,The Departure of St. Paul of Tamouh,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),babah-13-01,"The Departure of Saint Zacharias, the Monk",collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),babah-13-01,"The Departure of Saint Zacharias, the Monk",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),babah-25-01,The Departure of the Saints Apollo and Abib,collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),babah-25-01,The Departure of the Saints Apollo and Abib,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),baramhat-09-01,The Departure of St. Konan,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),barmuda-1,Barmuda 1,missing,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),barmuda-1,Barmuda 1,missing,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),barmuda-10,Barmuda 10,missing,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),barmuda-10,Barmuda 10,missing,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),bashons-20,Bashons 20,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),bashons-20,Bashons 20,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),baunah-29-01,The Martyrdom of the Seven Ascetic Saints in Tounar Mount,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),fast-of-nineveh,Fast of Nineveh,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),fast-of-nineveh,Fast of Nineveh,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),kiak-12,Kiak 12,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),kiak-12,Kiak 12,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),kiyahk-12-01,"The Commemoration of the Honorable Michael, the Archangel",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),toba-14,Toba 14,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),toba-14,Toba 14,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),toba-25,Toba 25,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),toba-25,Toba 25,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),tubah-14-01,The Departure of St. Archiledis,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),tubah-25-01,"The Departure of St. Peter, the Worshipper",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2024&g_month=02&g_day=20; cache/copticchurch_html:row 15362; source_ref=Ps 37:17
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_ddc369a7ca5f6f82f379,Ps 37:3-4 (LXX Ps 36:3-4),the-second-sunday-of-baba,The second Sunday of Baba,missing,,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10374; source_ref=Ps 37:3-4
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_ddc369a7ca5f6f82f379,Ps 37:3-4 (LXX Ps 36:3-4),the-second-sunday-of-baba,The second Sunday of Baba,missing,,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2022&g_month=10&g_day=23; cache/copticchurch_html:row 10374; source_ref=Ps 37:3-4
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),abib-21-01,"The Commemoration of the Lady, the Virgin Mary",collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),abib-21-01,"The Commemoration of the Lady, the Virgin Mary",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),babah-04-01,"The Martyrdom of St. Bacchus, the Friend of St. Sergius",collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),babah-04-01,"The Martyrdom of St. Bacchus, the Friend of St. Sergius",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),babah-10-01,"The Martyrdom of St. Sergius, the Friend of St. Bacchus",collection-type,medium,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),babah-10-01,"The Martyrdom of St. Sergius, the Friend of St. Bacchus",collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),hator-19,Hator 19,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),hator-19,Hator 19,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),hator-19,Hator 19,missing,,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),hator-19,Hator 19,missing,,Annual / fixed or ordinary cycle,Vespers,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),hatur-19-01,The Consecration of the Church of St. Sergius and St. Bacchus,collection-type,medium,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
missing or inferred bridge_basis,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),kiak-8,Kiak 8,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
no 69 collection_type match,psalm-37-lxx-36-the-meek-shall-inherit-the-earth,rid_e84ba75fb7fc47c3fc63,Ps 37:39-40 (LXX Ps 36:39-40),kiak-8,Kiak 8,missing,,Annual / fixed or ordinary cycle,Matins,,Psalm,https://copticchurch.net/readings?g_year=2023&g_month=07&g_day=28; cache/copticchurch_html:row 13164; source_ref=Ps 37:39-40
